,trx,item
7644,1891,pancakes
7645,1891,whole wheat rice
7646,1891,cake
7647,1891,french fries
7648,1891,low fat yogurt
7649,1892,frozen vegetables
7650,1892,spaghetti
7651,1892,mineral water
7652,1892,barbecue sauce
7653,1892,chocolate
7654,1893,chocolate
7655,1893,herb & pepper
7656,1893,shrimp
7657,1893,frozen vegetables
7658,1893,tomatoes
7659,1893,ground beef
7660,1893,spaghetti
7661,1893,mineral water
7662,1893,eggs
7663,1894,whole wheat rice
7664,1894,frozen smoothie
7665,1894,low fat yogurt
7666,1894,green tea
7667,1895,burgers
7668,1895,red wine
7669,1895,mineral water
7670,1895,cake
7671,1895,green tea
7672,1896,red wine
7673,1896,mineral water
7674,1896,soup
7675,1896,eggs
7676,1896,pet food
7677,1896,tomato juice
7678,1896,fresh bread
7679,1897,grated cheese
7680,1897,ground beef
7681,1897,pepper
7682,1897,spaghetti
7683,1897,milk
7684,1897,pancakes
7685,1898,burgers
7686,1898,shrimp
7687,1898,frozen vegetables
7688,1898,tomatoes
7689,1898,light cream
7690,1898,extra dark chocolate
7691,1899,french fries
7692,1900,whole weat flour
7693,1900,french fries
7694,1900,brownies
7695,1901,cake
7696,1901,mint green tea
7697,1902,spaghetti
7698,1902,mineral water
7699,1902,cake
7700,1902,light cream
7701,1902,cooking oil
7702,1902,eggplant
7703,1902,cottage cheese
7704,1902,pancakes
7705,1903,ground beef
7706,1903,mineral water
7707,1903,milk
7708,1903,oatmeal
7709,1903,chocolate
7710,1903,french fries
7711,1903,escalope
7712,1903,yogurt cake
7713,1903,tomato juice
7714,1904,olive oil
7715,1904,cake
7716,1904,eggplant
7717,1904,french fries
7718,1904,brownies
7719,1904,salt
7720,1904,fresh bread
7721,1905,mineral water
7722,1905,french wine
7723,1905,green tea
7724,1906,mineral water
7725,1906,olive oil
7726,1906,strong cheese
7727,1906,pancakes
7728,1906,clothes accessories
7729,1906,french fries
7730,1906,strawberries
7731,1907,spaghetti
7732,1907,olive oil
7733,1908,grated cheese
7734,1908,ground beef
7735,1908,almonds
7736,1908,salmon
7737,1908,spinach
7738,1908,barbecue sauce
7739,1908,chocolate
7740,1908,frozen smoothie
7741,1908,fresh bread
7742,1908,green tea
7743,1909,tomatoes
7744,1909,pepper
7745,1909,mineral water
7746,1910,escalope
7747,1911,spaghetti
7748,1912,mineral water
7749,1912,soup
7750,1912,milk
7751,1912,olive oil
7752,1912,green beans
7753,1912,french fries
7754,1912,green tea
7755,1913,cake
7756,1913,french fries
7757,1914,burgers
7758,1914,whole wheat rice
7759,1914,ham
7760,1914,eggplant
7761,1915,burgers
7762,1915,dessert wine
7763,1915,strong cheese
7764,1915,french fries
7765,1916,hot dogs
7766,1917,avocado
7767,1918,grated cheese
7768,1918,red wine
7769,1918,tomato sauce
7770,1918,milk
7771,1918,french wine
7772,1918,whole wheat rice
7773,1918,whole weat flour
7774,1918,french fries
7775,1919,turkey
7776,1919,burgers
7777,1919,frozen vegetables
7778,1919,mineral water
7779,1919,nonfat milk
7780,1919,champagne
7781,1919,strawberries
7782,1919,low fat yogurt
7783,1920,chocolate
7784,1921,spaghetti
7785,1921,honey
7786,1921,cooking oil
7787,1921,cookies
7788,1921,mashed potato
7789,1922,dessert wine
7790,1922,eggs
7791,1922,french fries
7792,1923,turkey
7793,1923,burgers
7794,1923,french wine
7795,1923,french fries
7796,1923,green tea
7797,1924,mineral water
7798,1924,soup
7799,1924,meatballs
7800,1924,energy bar
7801,1924,cottage cheese
7802,1924,brownies
7803,1924,shampoo
7804,1925,turkey
7805,1925,chocolate
7806,1925,whole wheat rice
7807,1925,oil
7808,1926,ground beef
7809,1926,chocolate
7810,1926,escalope
7811,1927,french fries
7812,1928,chocolate
7813,1928,milk
7814,1928,olive oil
7815,1929,cereals
7816,1929,chocolate
7817,1929,champagne
7818,1929,green tea
7819,1930,strawberries
7820,1931,whole wheat pasta
7821,1931,ground beef
7822,1931,mineral water
7823,1931,olive oil
7824,1931,green tea
7825,1932,spaghetti
7826,1933,milk
7827,1933,eggs
7828,1934,frozen vegetables
7829,1934,spaghetti
7830,1934,mineral water
7831,1934,frozen smoothie
7832,1934,cottage cheese
7833,1934,green tea
7834,1935,mineral water
7835,1936,soup
7836,1936,cookies
7837,1936,brownies
7838,1936,light mayo
7839,1937,mineral water
7840,1937,chocolate
7841,1937,french wine
7842,1937,champagne
7843,1938,chocolate
7844,1939,french fries
7845,1939,pancakes
7846,1939,yogurt cake
7847,1940,burgers
7848,1940,fresh tuna
7849,1940,shrimp
7850,1940,spaghetti
7851,1940,chocolate
7852,1940,french wine
7853,1940,chutney
7854,1940,pancakes
7855,1940,eggs
7856,1940,whole wheat rice
7857,1940,cooking oil
7858,1940,french fries
7859,1940,light mayo
7860,1941,oil
7861,1941,frozen smoothie
7862,1942,red wine
7863,1942,mineral water
7864,1942,olive oil
7865,1943,pepper
7866,1943,milk
7867,1943,salmon
7868,1944,grated cheese
7869,1944,cereals
7870,1945,tomatoes
7871,1945,milk
7872,1945,almonds
7873,1945,salmon
7874,1945,pancakes
7875,1945,carrots
7876,1945,salad
7877,1945,fresh bread
7878,1946,grated cheese
7879,1946,herb & pepper
7880,1946,ground beef
7881,1946,soup
7882,1946,almonds
7883,1946,french fries
7884,1946,cookies
7885,1947,shrimp
7886,1947,tomatoes
7887,1948,milk
7888,1948,cake
7889,1949,turkey
7890,1949,spaghetti
7891,1949,milk
7892,1949,energy bar
7893,1949,french wine
7894,1949,eggs
7895,1949,eggplant
7896,1949,french fries
7897,1949,cookies
7898,1949,green tea
7899,1950,turkey
7900,1950,fresh tuna
7901,1950,tomatoes
7902,1950,pancakes
7903,1951,whole wheat rice
7904,1952,ground beef
7905,1952,tomato sauce
7906,1952,spaghetti
7907,1952,milk
7908,1952,hot dogs
7909,1952,brownies
7910,1952,green tea
7911,1953,salt
7912,1953,fresh bread
7913,1954,milk
7914,1954,green tea
7915,1955,burgers
7916,1955,tomatoes
7917,1955,spaghetti
7918,1955,milk
7919,1955,barbecue sauce
7920,1955,frozen smoothie
7921,1955,green tea
7922,1956,chocolate bread
7923,1956,yogurt cake
7924,1957,whole wheat rice
7925,1957,cake
7926,1957,rice
7927,1958,shrimp
7928,1958,frozen vegetables
7929,1958,mineral water
7930,1958,meatballs
7931,1958,energy bar
7932,1958,french fries
7933,1958,green tea
7934,1959,chicken
7935,1959,muffins
7936,1959,honey
7937,1959,yogurt cake
7938,1960,energy bar
7939,1960,black tea
7940,1960,eggs
7941,1960,chicken
7942,1960,champagne
7943,1960,light mayo
7944,1961,soup
7945,1961,olive oil
7946,1961,light mayo
7947,1961,zucchini
7948,1961,green tea
7949,1962,muffins
7950,1962,gluten free bar
7951,1963,french wine
7952,1963,french fries
7953,1964,protein bar
7954,1964,tomato juice
7955,1965,chocolate
7956,1965,french fries
7957,1965,escalope
7958,1965,shampoo
7959,1966,french fries
7960,1966,energy drink
7961,1967,tomatoes
7962,1967,spaghetti
7963,1967,olive oil
7964,1967,oil
7965,1968,mineral water
7966,1968,meatballs
7967,1968,milk
7968,1969,brownies
7969,1970,burgers
7970,1970,spaghetti
7971,1970,avocado
7972,1970,green beans
7973,1971,energy bar
7974,1971,eggs
7975,1972,muffins
7976,1972,green grapes
7977,1972,hot dogs
7978,1973,chocolate
7979,1973,almonds
7980,1973,champagne
7981,1973,frozen smoothie
7982,1974,energy bar
7983,1974,brownies
7984,1975,turkey
7985,1975,frozen vegetables
7986,1975,avocado
7987,1975,eggs
7988,1975,whole wheat rice
7989,1975,melons
7990,1975,zucchini
7991,1976,protein bar
7992,1977,burgers
7993,1977,shrimp
7994,1977,tomatoes
7995,1977,mineral water
7996,1977,soup
7997,1977,pancakes
7998,1977,cooking oil
7999,1977,low fat yogurt
8000,1978,chocolate
8001,1978,spaghetti
8002,1978,mineral water
8003,1978,chicken
8004,1978,tomato juice
8005,1979,milk
8006,1979,escalope
8007,1979,shallot
8008,1979,strawberries
8009,1980,mineral water
8010,1980,milk
8011,1980,oil
8012,1980,chocolate
8013,1980,escalope
8014,1980,hot dogs
8015,1980,yogurt cake
8016,1981,milk
8017,1981,chocolate
8018,1982,olive oil
8019,1983,mineral water
8020,1983,milk
8021,1983,french wine
8022,1983,eggs
8023,1983,chocolate
8024,1984,mineral water
8025,1984,honey
8026,1985,shrimp
8027,1985,light cream
8028,1985,rice
8029,1985,cooking oil
8030,1985,chicken
8031,1985,extra dark chocolate
8032,1985,french fries
8033,1986,grated cheese
8034,1986,spaghetti
8035,1986,mineral water
8036,1986,eggplant
8037,1986,green tea
8038,1986,energy drink
8039,1986,light mayo
8040,1987,energy bar
8041,1988,butter
8042,1988,tomato juice
8043,1988,magazines
8044,1988,low fat yogurt
8045,1989,herb & pepper
8046,1989,mineral water
8047,1989,salmon
8048,1989,whole weat flour
8049,1989,light mayo
8050,1989,salt
8051,1989,shampoo
8052,1989,candy bars
8053,1990,spaghetti
8054,1991,mineral water
8055,1991,milk
8056,1991,eggs
8057,1991,chocolate
8058,1992,turkey
8059,1992,shrimp
8060,1992,frozen vegetables
8061,1992,spaghetti
8062,1992,mineral water
8063,1992,toothpaste
8064,1993,milk
8065,1993,eggs
8066,1993,cake
8067,1993,french fries
8068,1994,cookies
8069,1995,cookies
8070,1996,spaghetti
8071,1996,milk
8072,1996,olive oil
8073,1996,low fat yogurt
8074,1997,turkey
8075,1997,burgers
8076,1997,spaghetti
8077,1997,whole wheat rice
8078,1997,light cream
8079,1997,chocolate
8080,1997,light mayo
8081,1998,cookies
8082,1999,grated cheese
8083,1999,tomato sauce
8084,1999,spaghetti
8085,1999,fromage blanc
8086,1999,body spray
8087,2000,pancakes
8088,2000,energy drink
8089,2001,shrimp
8090,2001,frozen vegetables
8091,2001,frozen smoothie
8092,2002,cider
8093,2002,eggs
8094,2002,whole wheat rice
8095,2002,french fries
8096,2003,mineral water
8097,2003,energy bar
8098,2003,chocolate
8099,2003,body spray
8100,2003,low fat yogurt
8101,2004,mineral water
8102,2004,cake
8103,2005,mineral water
8104,2005,cake
8105,2006,tomato juice
8106,2007,herb & pepper
8107,2007,shrimp
8108,2007,ground beef
8109,2007,mineral water
8110,2007,eggs
8111,2007,cake
8112,2007,green tea
8113,2007,melons
8114,2008,ham
8115,2008,herb & pepper
8116,2008,ground beef
8117,2008,chocolate
8118,2008,light cream
8119,2008,frozen smoothie
8120,2008,champagne
8121,2008,fresh bread
8122,2009,herb & pepper
8123,2009,spaghetti
8124,2009,mineral water
8125,2009,eggs
8126,2010,tomatoes
8127,2010,mineral water
8128,2010,milk
8129,2011,spaghetti
8130,2011,eggs
8131,2012,red wine
8132,2012,milk
8133,2012,eggs
8134,2012,chocolate bread
8135,2012,salt
8136,2012,white wine
8137,2013,eggs
8138,2013,yogurt cake
8139,2014,mint green tea
8140,2015,cookies
8141,2016,grated cheese
8142,2016,eggs
8143,2016,french fries
8144,2017,grated cheese
8145,2017,energy bar
8146,2017,light cream
8147,2017,cooking oil
8148,2017,escalope
8149,2018,frozen vegetables
8150,2018,whole wheat pasta
8151,2018,ground beef
8152,2018,mineral water
8153,2018,milk
8154,2018,chicken
8155,2018,eggs
8156,2018,chocolate
8157,2018,french fries
8158,2019,mineral water
8159,2019,cereals
8160,2019,chocolate
8161,2019,fresh bread
8162,2020,energy bar
8163,2020,fromage blanc
8164,2021,tomatoes
8165,2021,eggs
8166,2021,chicken
8167,2021,chocolate bread
8168,2021,low fat yogurt
8169,2022,tomatoes
8170,2022,ground beef
8171,2022,spaghetti
8172,2022,mineral water
8173,2022,milk
8174,2023,turkey
8175,2023,burgers
8176,2023,ham
8177,2023,tomatoes
8178,2023,milk
8179,2023,eggs
8180,2023,chocolate
8181,2023,french fries
8182,2023,low fat yogurt
8183,2024,burgers
8184,2024,tomatoes
8185,2024,chocolate
8186,2025,cottage cheese
8187,2026,chocolate
8188,2027,herb & pepper
8189,2027,ground beef
8190,2027,spaghetti
8191,2027,olive oil
8192,2028,pancakes
8193,2028,salt
8194,2028,tomato juice
8195,2029,oil
8196,2029,cooking oil
8197,2029,chocolate
8198,2029,mushroom cream sauce
8199,2029,brownies
8200,2030,ham
8201,2030,frozen vegetables
8202,2030,tomatoes
8203,2030,spaghetti
8204,2030,chocolate
8205,2030,cake
8206,2031,fromage blanc
8207,2031,eggs
8208,2031,french fries
8209,2032,burgers
8210,2032,grated cheese
8211,2032,cider
8212,2032,salmon
8213,2032,cake
8214,2033,shrimp
8215,2033,soup
8216,2034,salmon
8217,2035,burgers
8218,2035,eggs
8219,2035,green tea
8220,2036,cake
8221,2036,toothpaste
8222,2037,grated cheese
8223,2037,red wine
8224,2038,whole wheat pasta
8225,2038,spaghetti
8226,2038,mineral water
8227,2038,olive oil
8228,2039,mineral water
8229,2039,milk
8230,2039,olive oil
8231,2039,chicken
8232,2040,fresh tuna
8233,2040,eggs
8234,2041,yams
8235,2041,fromage blanc
8236,2041,salmon
8237,2041,chocolate
8238,2041,frozen smoothie
8239,2041,light mayo
8240,2042,yams
8241,2043,eggs
8242,2043,cookies
8243,2044,mineral water
8244,2044,meatballs
8245,2044,pancakes
8246,2045,mineral water
8247,2046,burgers
8248,2046,grated cheese
8249,2046,whole wheat pasta
8250,2046,spaghetti
8251,2046,mineral water
8252,2046,eggs
8253,2046,whole wheat rice
8254,2046,blueberries
8255,2046,cooking oil
8256,2046,whole weat flour
8257,2046,hand protein bar
8258,2047,honey
8259,2047,light cream
8260,2047,oil
8261,2047,chicken
8262,2047,green tea
8263,2047,chocolate
8264,2047,hot dogs
8265,2048,eggs
8266,2048,chocolate
8267,2049,chocolate
8268,2050,spaghetti
8269,2050,french fries
8270,2050,escalope
8271,2050,green tea
8272,2051,turkey
8273,2051,eggs
8274,2051,fresh bread
8275,2052,turkey
8276,2052,eggs
8277,2052,bug spray
8278,2052,cookies
8279,2052,low fat yogurt
8280,2053,turkey
8281,2053,chocolate
8282,2053,eggs
8283,2053,gums
8284,2053,champagne
8285,2053,green tea
8286,2054,eggs
8287,2054,cake
8288,2054,french fries
8289,2055,burgers
8290,2055,green tea
8291,2055,chocolate
8292,2056,whole wheat rice
8293,2056,chocolate
8294,2056,escalope
8295,2057,butter
8296,2057,cooking oil
8297,2057,chocolate
8298,2057,french fries
8299,2058,tomatoes
8300,2058,milk
8301,2059,mineral water
8302,2059,green tea
8303,2060,fromage blanc
8304,2061,red wine
8305,2061,ground beef
8306,2061,spaghetti
8307,2061,mineral water
8308,2061,eggs
8309,2061,soda
8310,2061,cooking oil
8311,2061,zucchini
8312,2062,herb & pepper
8313,2062,ground beef
8314,2062,tomato sauce
8315,2062,soup
8316,2062,eggs
8317,2062,escalope
8318,2063,mineral water
8319,2063,whole wheat rice
8320,2063,escalope
8321,2064,red wine
8322,2064,shrimp
8323,2064,spaghetti
8324,2064,mineral water
8325,2064,soup
8326,2064,milk
8327,2064,champagne
8328,2065,rice
8329,2065,frozen smoothie
8330,2066,frozen vegetables
8331,2066,chocolate
8332,2066,whole wheat rice
8333,2067,mineral water
8334,2067,chocolate
8335,2068,burgers
8336,2069,eggs
8337,2069,french fries
8338,2069,energy drink
8339,2070,almonds
8340,2070,eggs
8341,2070,cookies
8342,2071,eggs
8343,2071,frozen smoothie
8344,2071,cottage cheese
8345,2071,low fat yogurt
8346,2072,burgers
8347,2073,cake
8348,2073,frozen smoothie
8349,2074,eggs
8350,2074,french fries
8351,2075,grated cheese
8352,2075,herb & pepper
8353,2075,mineral water
8354,2075,flax seed
8355,2075,pancakes
8356,2075,frozen smoothie
8357,2075,sandwich
8358,2075,hot dogs
8359,2075,brownies
8360,2076,spaghetti
8361,2076,butter
8362,2076,eggs
8363,2076,cake
8364,2076,chocolate
8365,2076,french fries
8366,2077,pancakes
8367,2077,french fries
8368,2078,fresh tuna
8369,2078,herb & pepper
8370,2078,shrimp
8371,2078,frozen vegetables
8372,2078,chicken
8373,2078,chocolate
8374,2078,low fat yogurt
8375,2079,french fries
8376,2079,cookies
8377,2080,yogurt cake
8378,2081,grated cheese
8379,2082,spaghetti
8380,2083,pepper
8381,2083,mineral water
8382,2083,chocolate
8383,2083,nonfat milk
8384,2084,frozen vegetables
8385,2084,eggs
8386,2084,chocolate
8387,2085,tomatoes
8388,2085,mineral water
8389,2085,soup
8390,2085,olive oil
8391,2085,bug spray
8392,2086,burgers
8393,2086,red wine
8394,2086,frozen vegetables
8395,2086,chicken
8396,2086,frozen smoothie
8397,2087,eggs
8398,2088,red wine
8399,2088,ground beef
8400,2088,spaghetti
8401,2088,blueberries
8402,2089,shrimp
8403,2089,frozen vegetables
8404,2089,tomatoes
8405,2089,cake
8406,2089,green tea
8407,2089,pancakes
8408,2090,mineral water
8409,2090,milk
8410,2090,spinach
8411,2090,whole wheat rice
8412,2090,fresh bread
8413,2091,ground beef
8414,2091,spaghetti
8415,2092,strawberries
8416,2093,barbecue sauce
8417,2094,burgers
8418,2094,grated cheese
8419,2094,french fries
8420,2095,vegetables mix
8421,2095,nonfat milk
8422,2095,pancakes
8423,2096,burgers
8424,2096,shrimp
8425,2096,spaghetti
8426,2096,milk
8427,2096,french wine
8428,2096,cake
8429,2096,green beans
8430,2096,french fries
8431,2097,cider
8432,2097,eggs
8433,2098,burgers
8434,2098,eggs
8435,2098,french fries
8436,2099,tomato sauce
8437,2099,mineral water
8438,2100,frozen vegetables
8439,2100,spaghetti
8440,2101,turkey
8441,2101,ham
8442,2101,red wine
8443,2101,shrimp
8444,2101,mineral water
8445,2101,chicken
8446,2101,pancakes
8447,2101,cake
8448,2101,white wine
8449,2102,pancakes
8450,2102,cooking oil
8451,2102,chocolate
8452,2103,burgers
8453,2103,spaghetti
8454,2104,shrimp
8455,2104,frozen vegetables
8456,2104,spaghetti
8457,2104,mineral water
8458,2104,milk
8459,2104,strong cheese
8460,2105,tomatoes
8461,2105,ground beef
8462,2105,meatballs
8463,2105,salmon
8464,2105,eggs
8465,2105,champagne
8466,2105,frozen smoothie
8467,2105,low fat yogurt
8468,2105,mint
8469,2106,pepper
8470,2106,milk
8471,2106,light cream
8472,2106,chicken
8473,2106,chocolate
8474,2106,frozen smoothie
8475,2106,mushroom cream sauce
8476,2107,turkey
8477,2107,pancakes
8478,2107,eggs
8479,2108,green tea
8480,2109,escalope
8481,2110,turkey
8482,2110,ground beef
8483,2110,pepper
8484,2110,flax seed
8485,2110,bacon
8486,2110,salmon
8487,2110,pet food
8488,2111,mineral water
8489,2111,cider
8490,2112,french fries
8491,2112,tomato juice
8492,2112,fresh bread
8493,2113,herb & pepper
8494,2113,tomato sauce
8495,2113,spaghetti
8496,2113,mineral water
8497,2113,avocado
8498,2113,milk
8499,2113,olive oil
8500,2113,bacon
8501,2113,pancakes
8502,2113,whole wheat rice
8503,2113,whole weat flour
8504,2113,cereals
8505,2113,french fries
8506,2113,frozen smoothie
8507,2114,chocolate
8508,2114,pancakes
8509,2115,burgers
8510,2116,muffins
8511,2117,frozen vegetables
8512,2117,cereals
8513,2117,chocolate
8514,2117,french fries
8515,2117,escalope
8516,2117,champagne
8517,2117,tomato juice
8518,2118,mineral water
8519,2118,salmon
8520,2119,milk
8521,2119,cake
8522,2119,cookies
8523,2119,mushroom cream sauce
8524,2120,tomato sauce
8525,2120,champagne
8526,2120,green tea
8527,2121,mineral water
8528,2121,tea
8529,2121,escalope
8530,2121,fresh bread
8531,2121,magazines
8532,2122,ham
8533,2122,soup
8534,2122,honey
8535,2123,turkey
8536,2123,tomatoes
8537,2123,spaghetti
8538,2123,mineral water
8539,2123,chocolate
8540,2123,milk
8541,2123,frozen smoothie
8542,2123,green tea
8543,2124,shrimp
8544,2124,mineral water
8545,2124,milk
8546,2124,hand protein bar
8547,2124,tomato juice
8548,2125,cookies
8549,2125,light mayo
8550,2126,chocolate
8551,2126,french fries
8552,2126,cookies
8553,2126,shallot
8554,2126,low fat yogurt
8555,2127,milk
8556,2127,brownies
8557,2128,herb & pepper
8558,2128,milk
8559,2128,cider
8560,2128,cooking oil
8561,2128,hot dogs
8562,2129,olive oil
8563,2129,light mayo
8564,2130,tomatoes
8565,2130,ground beef
8566,2130,mineral water
8567,2130,olive oil
8568,2130,fromage blanc
8569,2130,honey
8570,2130,light cream
8571,2130,frozen smoothie
8572,2130,fresh bread
8573,2131,turkey
8574,2131,mineral water
8575,2131,eggs
8576,2131,cake
8577,2131,french fries
8578,2131,yogurt cake
8579,2132,french fries
8580,2133,tomatoes
8581,2133,milk
8582,2133,chocolate
